condition,preset,probe,profile,edge,method,label,mask,member_draws_per_pass,passes,width,height,seed_count,seed_keys,normalized_seed_variance,per_pass_variance_proxy,variance_cost_proxy_ms,ms_per_pass_median,ms_per_pass_min,ms_per_pass_max,estimated_total_render_ms,mean_luminance,seed_luminance_sd,seed_luminance_min,seed_luminance_max,mean_rgb,energy_ratio_to_pooled_mean,pooled_signal_sum_rgb_squared,pooled_mean_luminance,binary_sha256
p82-probe4-n1024-160x100,82,4,Cone 25°,2.0,ut,UT plane,1024,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.3678348839757221,376.66292119113945,133.76423647098946,0.35512982283464567,0.33678031496062955,0.39386692913385796,363.65293858267717,0.006302329046596812,0.00010756620864069254,0.006205253274935409,0.0064704243543455995,"[0.000789933897877969, 0.007899338162547787, 0.006714438310994092]",0.9983238796126596,13.615449839815387,0.0063129102441605,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe4-n1024-160x100,82,4,Cone 25°,2.0,vt,VT plane,2048,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.010498650804276238,10.750618423578867,3.875714865256856,0.360510875984252,0.3562378937007874,0.3633423228346457,369.16313700787407,0.006319707548900833,9.89856100390374e-06,0.0063066376439757585,0.006331834314563682,"[0.0007921121249982742, 0.007921120377145903, 0.006732953149466065]",1.0010767307751003,13.615449839815387,0.0063129102441605,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe4-n1024-160x100,82,4,Cone 25°,2.0,sphere,Sphere,128,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.44982971978160746,460.62563305636604,173.83848177740273,0.37739645669291355,0.35225265748031515,0.3883979330708665,386.4539716535435,0.006323142467204315,0.00010268849756450776,0.0061617368618217,0.006444887738686417,"[0.0007925426471103352, 0.007925425705982292, 0.006736612680195709]",1.0016208408876524,13.615449839815387,0.0063129102441605,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe4-n1024-160x100,82,4,Cone 25°,2.0,planes,Three planes,3080,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.008959780385007025,9.174815114247194,4.618629471018041,0.5034030019685041,0.48881594488188984,0.5583328740157473,515.4846740157482,0.00631350020999891,1.6237915917395134e-05,0.006296922154349934,0.00633873889162469,"[0.0007913340927499712, 0.00791334010353603, 0.006726339886860095]",1.0000934538613084,13.615449839815387,0.0063129102441605,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe4-n1024-160x100,82,4,Cone 25°,2.0,spins,Sphere + disk + cone,896,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.01517399980294252,15.53817579821314,13.852985694844357,0.8915451771653544,0.8196367125984239,0.923798818897637,912.9422614173229,0.006322471841154001,1.3730927584126687e-05,0.006297262605141282,0.006336245714821457,"[0.0007924586009405155, 0.007924585141907463, 0.006735898187006071]",1.0015146100013612,13.615449839815387,0.0063129102441605,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe4-n1024-160x100,82,4,Cone 25°,2.0,uv-sphere,UV + sphere,136,2,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.06343559141912133,64.95804561318025,35.93602797709182,0.5532190452755902,0.5179284448818893,0.5873581692913391,566.4963023622043,0.006340124880436188,1.5930577871809782e-05,0.006318819901630119,0.006363970291268994,"[0.0007946712182538236, 0.007946711471755097, 0.006754705468645096]",1.0043109493439832,13.615449839815387,0.0063129102441605,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe4-n1024-160x100,82,4,Cone 25°,2.0,six,All six,3976,6,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.0027880621360780954,2.8549756273439697,3.662163083164003,1.2827300688976364,1.268535137795277,1.310363877952755,1313.5155905511797,0.006312903932332948,7.136841149533136e-06,0.006302182219113389,0.0063200954361326755,"[0.0007912593430944359, 0.007912592732459554, 0.006725704622382503]",0.9999990001715044,13.615449839815387,0.0063129102441605,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,uv,UV plane,8,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.2670117892418454,273.42007218364967,96.44934758986103,0.3527515255905511,0.34833031496062994,0.36397431102362154,361.21756220472435,0.0069976300760947905,4.0291851047325546e-05,0.006963608187427219,0.00704999005840993,"[0.0016383799975998611, 0.007918836429120944, 0.013653167236811009]",0.9963861158584821,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,ut,UT plane,1024,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.17978502221012013,184.09986274316302,67.15354158678842,0.3647669291338585,0.35105541338582646,0.379711712598425,373.5213354330711,0.007018055445985622,1.9508463249007155e-05,0.006992636465566694,0.007040038630138447,"[0.0016431622510006752, 0.007941950710834129, 0.01369301943260809]",0.999294465506747,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,vt,VT plane,2048,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.00790724288652796,8.097016715804632,3.019000177278771,0.37285339566929143,0.36020403543307133,0.40747844488188945,381.8018771653544,0.0070221910987025155,4.200514053175996e-06,0.007017193339537018,0.007027077093983731,"[0.0016441305575315924, 0.007946630797521498, 0.013701088584264958]",0.9998833372965266,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,sphere,Sphere,128,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",3.7077143316967445,3796.6994756574663,1392.6392704798316,0.3668026082677168,0.34059734251968543,0.40615187007874004,375.605870866142,0.00705795922850475,0.00011659135099797687,0.0069334251305128575,0.007245432992818066,"[0.0016525050643382351, 0.007987107632966842, 0.013770876353580997]",1.0049763284288986,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,planes,Three planes,3080,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.0059483110025832404,6.091070466645238,3.2702025089889197,0.53688469488189,0.524062401574803,0.5446367125984249,549.7699275590553,0.00702221980834821,3.6308225798197347e-06,0.0070160216136929705,0.007025792189476765,"[0.0016441372660756853, 0.007946663292750823, 0.01370114457901845]",0.9998874252365935,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,spins,Sphere + disk + cone,896,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.040894516809494914,41.87598521292279,37.38185324337633,0.8926799704724417,0.8150742125984254,0.9247496062992127,914.1042897637803,0.007023057117050653,1.3035852404456769e-05,0.0070097723091738446,0.007042665978152394,"[0.0016443333111700214, 0.007947610821105075, 0.013702778335756045]",1.000006648853265,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,uv-sphere,UV + sphere,136,2,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.04568322154619765,46.779618863306396,26.886256734721858,0.5747429625984244,0.5356619094488198,0.6200771653543307,588.5367937007866,0.007021619746103498,1.1819383690189614e-05,0.007006193181790741,0.007038711472427782,"[0.001643996772276828, 0.00794598422732199, 0.013699973863389706]",0.9998019829250137,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe5-n1024-160x100,82,5,Cone 25°,6.4,six,All six,3976,6,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.0033911185898709865,3.47250543602789,4.571618857789669,1.3165188484251953,1.199738976377954,1.3416701771653539,1348.1153007874,0.007021350855888988,4.710457136791011e-06,0.0070161416334428555,0.007028819958281983,"[0.0016439338183853638, 0.007945679946064196, 0.01369944915062526]",0.9997636958944741,12.240681183573251,0.007023010422084878,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,uv,UV plane,8,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",4.778116328985544,4892.7911208811975,1702.9934977072414,0.3480617618110234,0.31637263779527575,0.3586892716535432,356.41524409448795,0.008896842398198157,0.00024224568911371976,0.008621230030207786,0.00923829644486171,"[0.012116236603589658, 0.006058118301794829, 0.027536901479658597]",1.0161080397523254,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,ut,UT plane,1024,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.1853505543241594,189.79896762793922,66.38153509284551,0.3497465551181105,0.3388990157480316,0.3689775590551188,358.14047244094513,0.008760791698784721,6.561043158447351e-05,0.008690361530676415,0.008855482147898277,"[0.0119309547655918, 0.0059654773827959, 0.02711580736072387]",1.0005696944270315,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,vt,VT plane,2048,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.03988793640333565,40.845246877015704,14.545730119873983,0.356118061023622,0.3354355314960625,0.4280102362204728,364.6648944881889,0.00873191689420536,3.421781165054532e-05,0.008691070925284528,0.008775078093703356,"[0.011891631410936517, 0.005945815705468259, 0.027026435785171325]",0.997271904068813,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,sphere,Sphere,128,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.12922059888127935,132.32189325443005,48.88695511755604,0.3694547736220464,0.3488573818897636,0.3871382874015755,378.3216881889755,0.008699019142420881,3.3231152442690525e-05,0.00864629849815248,0.008746128637642491,"[0.01184682935341819, 0.005923414676709095, 0.026924612813044653]",0.9935146530597635,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,planes,Three planes,3080,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.011930410729090629,12.216740586588804,5.886794571863093,0.4818629429133865,0.46483336614173176,0.5090255905511817,493.42765354330777,0.008738049240703148,1.3751469967892266e-05,0.008723375038642641,0.008763302980262974,"[0.011899982800117566, 0.005949991400058783, 0.027045416178340057]",0.9979722791344894,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,spins,Sphere + disk + cone,896,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.002541191700205248,2.602180301010174,2.262877375787495,0.8696082185039367,0.8416185039370089,0.9135193897637784,890.4788157480311,0.008740770729507222,5.994118152408927e-06,0.008733703276656709,0.008748155117310866,"[0.011903689083075724, 0.005951844541537862, 0.02705383953375966]",0.9982831002696907,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,uv-sphere,UV + sphere,136,2,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.026810106941124116,27.453549507711095,14.560015651564228,0.5303509350393705,0.4981750984251963,0.5356064960629925,543.0793574803154,0.008743418293757447,2.2021148642347174e-05,0.008714241955952808,0.008776877100335057,"[0.011907294729766949, 0.005953647364883474, 0.027062033779007056]",0.9985854784843434,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe6-n1024-160x100,82,6,Diffuse,0.5,six,All six,3976,6,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.0006716194878116115,0.6877383555190901,0.8576793493026447,1.24710123031496,1.1469914370078755,1.3008189960629921,1277.031659842519,0.008735620132733657,4.538283390056382e-06,0.008729495495115399,0.008742522210582637,"[0.01189667469170066, 0.00594833734585033, 0.02703789783276939]",0.9976948508035428,74.20634254309196,0.008755803566288824,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,uv,UV plane,8,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.3822713052827028,391.4458166094877,134.16996078541393,0.3427548720472441,0.3269891732283464,0.36489124015748026,350.98098897637794,0.008741374714067872,5.914261441681992e-05,0.008685435557762166,0.008814660189631595,"[0.02387779665865682, 0.003581669383441472, 0.015281789493075734]",0.9949351340822551,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,ut,UT plane,1024,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.06381879781182145,65.35044895930517,23.28834966923294,0.3563609744094488,0.35052194881889764,0.375628543307087,364.9136377952756,0.008778683616622021,3.262481223272683e-05,0.008741389104901385,0.008827557845451547,"[0.02397970908196148, 0.0035969562178353527, 0.015347013556802997]",0.9991815986463969,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,vt,VT plane,2048,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.01698033747158959,17.38786557090774,6.303374238406665,0.3625156988188974,0.3432461614173229,0.3797037401574806,371.21607559055093,0.00878084764582885,1.2496985444836266e-05,0.008757426582227659,0.008793786712455348,"[0.023985620205686228, 0.003597842927413038, 0.015350796792439975]",0.999427906436588,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,sphere,Sphere,128,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",3.0907227861264914,3164.900132993527,1155.0522647032494,0.36495693897637804,0.35121377952755856,0.37419675196850405,373.7159055118111,0.00883223886656272,0.00020923749582560063,0.008702082558225386,0.009244509209170419,"[0.024125999723105303, 0.0036188998334455457, 0.01544063939820387]",1.005277207349088,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,planes,Three planes,3080,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.00394561686760711,4.040311672429681,1.9948444368256384,0.4937352854330714,0.45364379921259795,0.5211677165354328,505.5849322834651,0.0087850069878641,4.246864290985758e-06,0.008779340641799853,0.00878904592149279,"[0.02399698182645943, 0.003599547166610136, 0.01535806811633367]",0.9999013188758094,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,spins,Sphere + disk + cone,896,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.004184409229733363,4.284835051246963,3.6175742629305985,0.8442738681102369,0.8324467519685048,0.8648535433070873,864.5364409448825,0.008792000191518072,6.162679724323789e-06,0.008781836083575266,0.008800424292783942,"[0.02401608438892186, 0.003602412522258112, 0.015370293829837465]",1.0006972788069095,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,uv-sphere,UV + sphere,136,2,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.01224322797247738,12.537065443816838,6.696981997598324,0.5341746062992128,0.48516929133858294,0.5394844488188973,546.9947968503939,0.00879261723163473,1.230052015896527e-05,0.008770532779255082,0.008805104013245333,"[0.02401776987340404, 0.003602665364539774, 0.01537137240762003]",1.0007675097386888,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe7-n1024-160x100,82,7,Diffuse,2.0,six,All six,3976,6,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.000621194463789992,0.6361031309209518,0.7969614666671389,1.2528809055118089,1.21256909448819,1.2765497047244112,1282.9500472440923,0.008784222648191332,2.3576415136129925e-06,0.008781346992754619,0.008787539624147378,"[0.02399483931670204, 0.003599225793458868, 0.01535669698031413]",0.9998120460642645,43.876497079764846,0.008785873987786212,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,uv,UV plane,8,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.10446286364989821,106.96997237749576,38.479104751167256,0.35971874999999953,0.32959940944881894,0.3910284448818899,368.3519999999995,0.009226922215771559,1.4327042958436945e-05,0.00921035050015787,0.009243743721652539,"[0.014733749848598807, 0.007956224634226365, 0.005598824647656377]",1.0010664149265407,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,ut,UT plane,1024,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.03992790119959739,40.886170828387726,14.272738480631265,0.34908474409448836,0.34223149606299197,0.3620028543307089,357.4627779527561,0.009217701495985643,1.3696792975791546e-05,0.009198560772942212,0.009229333284161634,"[0.014719026016100862, 0.007948273756012562, 0.005593229565961173]",1.0000660214385204,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,vt,VT plane,2048,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.02892237058476158,29.616507478795857,11.07032109937852,0.37378887795275634,0.33041476377952744,0.3991455708661416,382.7598110236225,0.009221993862928057,1.3869722995334168e-05,0.00920056413951227,0.00923605312584283,"[0.014725880124508262, 0.007951975003167591, 0.005595834157786049]",1.0005317178306765,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,sphere,Sphere,128,1,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.6306670290667729,645.8030377643754,238.7068547323908,0.3696279527559055,0.3373043307086618,0.3978293307086616,378.4990236220472,0.00919606084580006,7.03634854193651e-05,0.00913199861131391,0.009333388343922938,"[0.014684469694356541, 0.007929613393326387, 0.005580098197684479]",0.9977181390578787,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,planes,Three planes,3080,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.0017253707638680692,1.7667796622009029,0.9305958882520644,0.5267187007874019,0.5063562007874008,0.5583040354330707,539.3599496062996,0.0092194341373882,1.8108691173990129e-06,0.009216693312976922,0.00922177506589182,"[0.014721792716251602, 0.00794976779197895, 0.005594280901520205]",1.0002540027693096,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,spins,Sphere + disk + cone,896,3,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.006802966961597843,6.966238168676191,5.887799705922311,0.8451906988188982,0.7720934055118118,0.8695821850393698,865.4752755905517,0.009217155720007754,8.314481624083106e-06,0.009208177825192511,0.009229776822356546,"[0.014718154515881966, 0.007947803143179027, 0.005592898364676059]",1.0000068079772206,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,uv-sphere,UV + sphere,136,2,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.006894271947218638,7.0597344739518855,3.8270309864313012,0.5420927657480314,0.5276548228346456,0.5606164370078746,555.1029921259842,0.009218690973527585,8.259940587636078e-06,0.009204711160101698,0.009228455148514532,"[0.014720606060650083, 0.007949126960894, 0.005593829952935877]",1.0001733738917435,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
p82-probe8-n1024-160x100,82,8,Diffuse,6.4,six,All six,3976,6,1024,160,100,6,"[0, 1000003, 2000006, 3000009, 4000012, 5000015]",0.000666403750003769,0.6823974400038595,0.8774942971975931,1.2858991633858272,1.2606244094488182,1.3128983267716556,1316.760743307087,0.009218784510581314,2.0908912906680364e-06,0.009215141168694957,0.009220542698287744,"[0.014720755365119355, 0.00794920763438617, 0.005593886701439863]",1.0001835221081097,9.17227905519085,0.009217092970248772,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e
